pipewire-pulse 1:1.4.2-1
pipewire-session-manager 1:1.4.2-1
pixman 0.44.2-1
pkcs11-helper 1.30.0-1
pkgconf 2.4.3-1
plasma-activities 6.3.4-1
playerctl 2.4.1-4
plocate 1.1.23-1
polkit 126-2
polkit-gnome 0.105-11
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 25.04.0-1
poppler-data 0.4.12-2
poppler-glib 25.04.0-1
poppler-qt6 25.04.0-1
popt 1.19-2
portaudio 1:19.7.0-3
portmidi 1:2.0.4-2
poxml 25.04.0-1
prismlauncher 9.4-1
procps-ng 4.0.5-3
protobuf 30.1-1
protobuf-c 1.5.2-1
protonvpn 1.0.0-3
protonvpn-cli 3.13.0-3
protonvpn-gui 1.12.0-1
psmisc 23.7-1
pugixml 1.15-2
purpose 6.13.0-1
python 3.13.3-1
python-aaf2 1.7.1-3
python-aiofiles 24.1.0-2
python-aiohappyeyeballs 2.6.1-1
python-aiohttp 3.11.18-1
python-aiosignal 1.3.2-1
python-aiosqlite 0.21.0-1
python-alembic 1.13.1-5
python-annotated-types 0.7.0-2
python-anyascii 0.3.2-2
python-anyio 4.9.0-1
python-argcomplete 3.5.3-1
python-asgiref 3.8.1-2
python-attrs 24.1.0-1
python-autocommand 2.2.2-7
python-bcrypt 4.2.1-2
python-build 1.2.2-3
python-cairo 1.28.0-1
python-certifi 2025.01.31-1
python-cffi 1.17.1-2
python-chardet 5.2.0-6
python-charset-normalizer 3.4.1-1
python-click 8.1.8-1
python-configobj 5.0.9-5
python-cryptography 44.0.2-1
python-cssselect2 0.8.0-1
python-dbus 1.4.0-1
python-distro 1.9.0-3
python-dnspython 1:2.7.0-1
python-dotenv 1.1.0-1
python-email-validator 2.2.0-2
python-fastapi 0.115.12-1
python-frozenlist 1.6.0-1
python-gnupg 0.5.4-2
python-gobject 3.52.3-3
python-greenlet 3.2.1-1
python-h11 0.16.0-1
python-httptools 0.6.4-1
python-idna 3.10-2
python-inflect 7.5.0-1
python-iniconfig 2.1.0-1
python-installer 0.7.0-10
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-1
python-jinja 1:3.1.5-1
python-joserfc 1.0.4-1
python-jsonschema 4.23.0-2
python-jsonschema-specifications 2024.10.1-1
python-keyring 25.6.0-1
python-libsass 0.23.0-5
python-lxml 5.3.2-1
python-mako 1.3.10-1
python-markdown 3.7-2
python-markupsafe 2.1.5-3
python-material-color-utilities 0.1.5-1
python-materialyoucolor-git 2.0.9.r3.g85099ce-1
python-more-itertools 10.6.0-1
python-multidict 6.4.3-1
python-netifaces 0.11.0-7
python-numpy 2.2.5-1
python-packaging 25.0-1
python-pillow 11.2.1-1
python-platformdirs 4.3.6-2
python-pluggy 1.5.0-3
python-propcache 0.3.1-1
python-protobuf 30.1-1
python-proton-client 0.7.1-2
python-protonvpn-nm-lib 3.16.0-2
python-psutil 7.0.0-1
python-py-cpuinfo 9.0.0-5
python-pycparser 2.22-3
python-pydantic 2.11.3-1
python-pydantic-core 2:2.33.1-1
python-pydantic-extra-types 2.10.3-1
python-pydantic-settings 2.9.1-1
python-pygments 2.19.1-1
python-pyinotify 0.9.6-15
python-pyopenssl 25.0.0-1
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pyserial 3.5-7
python-pytest 1:8.3.5-1
python-python-multipart 0.0.20-1
python-pythondialog 3.5.3-3
python-pywal 3.3.0-10
python-pywayland 0.4.18-2
python-pyxdg 0.28-4
python-referencing 0.35.1-3
python-regex 2024.11.6-2
python-reportlab 4.2.2-5
python-requests 2.32.3-4
python-rpds-py 0.22.3-1
python-secretstorage 3.3.3-6
python-sentry_sdk 2.27.0-1
python-setproctitle 1.3.5-1
python-setuptools 1:79.0.0-1
python-setuptools-scm 8.2.1-1
python-sniffio 1.3.1-4
python-sqlalchemy 2.0.40-1
python-starlette 0.46.2-1
python-svglib 1.5.1-4
python-systemd 235-4
python-tinycss2 1.4.0-2
python-toml 0.10.2-12
python-tqdm 4.67.1-2
python-truststore 0.10.1-1
python-typeguard 4.4.2-1
python-typing-inspection 0.4.0-1
python-typing_extensions 4.12.2-3
python-urllib3 2.4.0-1
python-uvloop 0.21.0-2
python-watchdog 6.0.0-1
python-webencodings 0.5.1-12
python-websockets 15.0.1-1
python-wheel 0.45.1-1
python-yaml 6.0.2-2
python-yapsy-git release_Yapsy.1.12.2.r17.g6b487b0-1
python-yarl 1.20.0-1
python-zstandard 0.23.0-2
qbittorrent 5.0.5-1
qca-qt5 2.3.10-1
qca-qt6 2.3.10-1
qemu-audio-alsa 9.2.3-1
qemu-audio-dbus 9.2.3-1
qemu-audio-jack 9.2.3-1
qemu-audio-oss 9.2.3-1
qemu-audio-pa 9.2.3-1
qemu-audio-pipewire 9.2.3-1
qemu-audio-sdl 9.2.3-1
qemu-audio-spice 9.2.3-1
qemu-base 9.2.3-1
qemu-block-curl 9.2.3-1
qemu-block-dmg 9.2.3-1
qemu-block-gluster 9.2.3-1
qemu-block-iscsi 9.2.3-1
qemu-block-nfs 9.2.3-1
qemu-block-ssh 9.2.3-1
qemu-chardev-baum 9.2.3-1
qemu-chardev-spice 9.2.3-1
qemu-common 9.2.3-1
qemu-desktop 9.2.3-1
qemu-docs 9.2.3-1
qemu-emulators-full 9.2.3-1
qemu-full 9.2.3-1
qemu-hw-display-qxl 9.2.3-1
qemu-hw-display-virtio-gpu 9.2.3-1
qemu-hw-display-virtio-gpu-gl 9.2.3-1
qemu-hw-display-virtio-gpu-pci 9.2.3-1
qemu-hw-display-virtio-gpu-pci-gl 9.2.3-1
qemu-hw-display-virtio-vga 9.2.3-1
qemu-hw-display-virtio-vga-gl 9.2.3-1
qemu-hw-s390x-virtio-gpu-ccw 9.2.3-1
qemu-hw-usb-host 9.2.3-1
qemu-hw-usb-redirect 9.2.3-1
qemu-hw-usb-smartcard 9.2.3-1
qemu-img 9.2.3-1
qemu-pr-helper 9.2.3-1
qemu-system-aarch64 9.2.3-1
qemu-system-alpha 9.2.3-1
qemu-system-alpha-firmware 9.2.3-1
qemu-system-arm 9.2.3-1
qemu-system-arm-firmware 9.2.3-1
qemu-system-avr 9.2.3-1
qemu-system-hppa 9.2.3-1
qemu-system-hppa-firmware 9.2.3-1
qemu-system-loongarch64 9.2.3-1
qemu-system-m68k 9.2.3-1
qemu-system-microblaze 9.2.3-1
qemu-system-microblaze-firmware 9.2.3-1
qemu-system-mips 9.2.3-1
qemu-system-or1k 9.2.3-1
qemu-system-ppc 9.2.3-1
qemu-system-ppc-firmware 9.2.3-1
qemu-system-riscv 9.2.3-1
qemu-system-riscv-firmware 9.2.3-1
qemu-system-rx 9.2.3-1
qemu-system-s390x 9.2.3-1
qemu-system-s390x-firmware 9.2.3-1
qemu-system-sh4 9.2.3-1
qemu-system-sparc 9.2.3-1
qemu-system-sparc-firmware 9.2.3-1
qemu-system-tricore 9.2.3-1
qemu-system-x86 9.2.3-1
qemu-system-x86-firmware 9.2.3-1
qemu-system-xtensa 9.2.3-1
qemu-tests 9.2.3-1
qemu-tools 9.2.3-1
qemu-ui-curses 9.2.3-1
qemu-ui-dbus 9.2.3-1
qemu-ui-egl-headless 9.2.3-1
qemu-ui-gtk 9.2.3-1
qemu-ui-opengl 9.2.3-1
qemu-ui-sdl 9.2.3-1
qemu-ui-spice-app 9.2.3-1
qemu-ui-spice-core 9.2.3-1
qemu-user 9.2.3-1
qemu-vhost-user-gpu 9.2.3-1
qemu-vmsr-helper 9.2.3-1
qflipper 1.3.3-3
qgpgme-qt6 1.24.2-1
qqc2-desktop-style 6.13.0-1
qt5-base 5.15.16+kde+r131-1
qt5-declarative 5.15.16+kde+r22-3
qt5-graphicaleffects 5.15.16-3
qt5-multimedia 5.15.16+kde+r2-3
qt5-quickcontrols 5.15.16-3
qt5-quickcontrols2 5.15.16+kde+r5-3
qt5-script 5.15.18-4
qt5-speech 5.15.16+kde+r1-3
qt5-svg 5.15.16+kde+r5-3
qt5-tools 5.15.16+kde+r3-6
qt5-translations 5.15.16-3
qt5-wayland 5.15.16+kde+r60-1
qt5-websockets 5.15.16+kde+r2-3
qt5-x11extras 5.15.16-3
qt5-xmlpatterns 5.15.16-3
qt5ct 1.9-1
qt6-5compat 6.9.0-1
qt6-base 6.9.0-1
qt6-declarative 6.9.0-2
qt6-httpserver 6.9.0-1
qt6-imageformats 6.9.0-1
qt6-multimedia 6.9.0-1
qt6-multimedia-ffmpeg 6.9.0-1
qt6-multimedia-gstreamer 6.9.0-1
qt6-networkauth 6.9.0-1
qt6-positioning 6.9.0-1
qt6-serialport 6.9.0-1
qt6-shadertools 6.9.0-1
qt6-speech 6.9.0-1
qt6-svg 6.9.0-1
qt6-translations 6.9.0-1
qt6-wayland 6.9.0-2
qt6-webchannel 6.9.0-1
qt6-webengine 6.9.0-4
qt6-websockets 6.9.0-1
qtkeychain-qt6 0.15.0-1
quazip-qt6 1.5-1
raptor 2.0.16-6
rasqal 1:0.9.33-7
rav1e 0.7.1-1
re2 1:20240702-4
readline 8.2.013-1
redland 1:1.0.17-9
responder 3.1.5.0-1
rhash 1.4.4-1
ripgrep 14.1.1-1
ripgrep-all 0.10.6-3
rnnoise 1:0.2-1
rocs 25.04.0-1
rpcbind 1.2.7-2
rsync 3.4.1-2
rtkit 0.13-3
rubberband 4.0.0-1
ruby-install 0.10.1-1
runc 1.2.6-1
rust-src 1:1.86.0-1
rustdesk 1.3.9-1
rustup 1.28.1-1
sassc 3.6.2-5
sbc 2.0-2
sdbus-cpp 2.1.0-2
sddm 0.21.0-6
sdl2-compat 2.32.54-2
sdl2_image 2.8.8-1
sdl3 3.2.10-1
seabios 1.16.3-1
seatd 0.9.1-1
sed 4.9-3
semver 7.7.1-1
serd 0.32.4-1
shaderc 2025.1-3
shadow 4.17.4-1
shared-mime-info 2.4-1
signon-kwallet-extension 25.04.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simdjson 1:3.12.3-1
slang 2.3.3-3
slurp 1.5.0-1
smartmontools 7.4-2
smbclient 2:4.22.1-1
snappy 1.2.2-2
solid 6.13.0-1
solid5 5.116.0-1
sonnet 6.13.0-1
sonnet5 5.116.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
spandsp 0.0.6-5
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.15.2-1
spice-protocol 0.14.4-2
spirv-tools 1:1.4.309.0-1
sqlite 3.49.1-1
sqlmap 1.9.4-1
sratom 0.6.18-1
srt 1.5.4-1
starship 1.23.0-1
startup-notification 0.12-8
steam 1.0.0.82-2
step 25.04.0-1
sudo 1.9.16.p2-2
suitesparse 7.10.2-1
svgpart 25.04.0-1
svt-av1 3.0.2-1
swappy 1.5.1-2
swww 0.9.5-2
syndication 6.13.0-1
syndication5 5.116.0-1
syntax-highlighting 6.13.0-1
syntax-highlighting5 5.116.0-1
systemd 257.5-2
systemd-libs 257.5-2
systemd-sysvcompat 257.5-2
taglib 2.0.2-1
taglib1 1.13.1-2
tailscale 1.82.5-1
talloc 2.4.3-1
tar 1.35-2
tdb 1.4.13-1
tecla 48.0.2-1
terminator 2.1.4-2
tesseract 5.5.0-2
tesseract-data-afr 2:4.1.0-4
tesseract-data-eng 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
testdisk 7.2-2
tevent 1:0.16.2-1
texinfo 7.2-1
thunar 4.20.2-1
tinysparql 3.9.2-1
tinyxml2 11.0.0-1
tomlplusplus 3.4.0-1
tor-browser-bin 14.5-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tss 4.1.3-1
tree 2.2.1-1
tslib 1.23-1
ttf-gabarito-git v1.000.r8.g1f3fb39-1
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-material-symbols-variable-git 4.0.0.r126.g1cdf3a19-1
ttf-readex-pro 1.204-2
ttf-rubik-vf 2.3.0-3
ttf-space-mono-nerd 3.4.0-1
tutanota-desktop-bin 277.250414.1-1
tutanota-desktop-bin-debug 277.250414.1-1
twolame 0.4.0-4
typescript 5.8.3-1
tzdata 2025b-1
ubridge 0.9.18-1
uchardet 0.0.8-3
udisks2 2.10.1-5
unrar 1:7.1.6-1
unzip 6.0-22
upower 1.90.9-1
usbredir 0.15.0-1
usbutils 018-1
uthash 2.3.0-2
util-linux 2.41-4
util-linux-libs 2.41-4
uvicorn 0.34.0-2
v4l-utils 1.28.1-2
vapoursynth R70-2
vde2 2.3.3-6
vi 1:070224-6
vid.stab 1.1.1-2
vim 9.1.1337-1
vim-runtime 9.1.1337-1
virglrenderer 1.1.1-1
virtiofsd 1.13.1-1
visual-studio-code-bin 1.99.3-1
vlc 3.0.21-17
vmaf 3.0.0-1
vmware-keymaps 1.0-3
vmware-workstation 17.6.3-3
volume_key 0.3.12-10
vpcs 0.8.3-1
vte-common 0.80.1-1
vte3 0.80.1-1
vulkan-icd-loader 1.4.309.0-1
wavpack 5.8.1-1
wayland 1.23.1-1
wayland-protocols 1.43-1
wayland-utils 1.2.0-2
webkit2gtk 2.48.1-1
webkit2gtk-4.1 2.48.1-1
webkitgtk-6.0 2.48.1-1
webp-pixbuf-loader 0.2.7-1
webrtc-audio-processing-1 1.3-4
wf-recorder 0.5.0-2
wget 1.25.0-2
which 2.23-1
wine 10.6-1
wireless_tools 30.pre9-4
wireplumber 0.5.8-1
wireshark-cli 4.4.6-1
wireshark-qt 4.4.6-1
wl-clipboard 1:2.2.1-2
wlogout 1.2.2-0
woff2 1.0.2-5
wolfssl 5.8.0-1
wpa_supplicant 2:2.11-3
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapp 2.8.8-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.0-2
xdg-desktop-portal-gnome 48.0-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xf86-input-libinput 1.5.0-1
xfconf 4.20.0-2
xkeyboard-config 2.44-1
xmlsec 1.3.7-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.6-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.1-2
yarn 1.22.22-2
yasm 1.3.0-7
yay 12.5.0-1
ydotool 1.0.4-2
yyjson 0.10.0-1
zenity 4.1.90-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zsh 5.9-5
zstd 1.5.7-2
zxing-cpp 2.3.0-4
